fob,CVC,
fod,CVC,
fog,CVC,
fop,CVC,
fot,CVC,right (direction)
fok,CVC,halt
fos,CVC,else
foz,CVC,
fof,CVC,
fov,CVC,
fox,CVC,
foj,CVC,
foc,CVC,
foC,CVC,
fol,CVC,
for,CVC,fire
fum,CVC,
fun,CVC,within (endo-)
fuq,CVC,function
fub,CVC,
fud,CVC,
fug,CVC,figure (it out)
fup,CVC,borrow
fut,CVC,bad
fuk,CVC,
fus,CVC,discontinuous
fuz,CVC,fusion
fuf,CVC,
fuv,CVC,
fux,CVC,
fuj,CVC,refuge
fuc,CVC,
fuC,CVC,
ful,CVC,fuel
fur,CVC,fail
vim,CVC,way/style
vin,CVC,fill (-full)
viq,CVC,everything
vib,CVC,
vid,CVC,veer
vig,CVC,start
vip,CVC,six
vit,CVC,information
vik,CVC,
vis,CVC,see
viz,CVC,
vif,CVC,
viv,CVC,
vix,CVC,preserve
vij,CVC,
vic,CVC,bit
viC,CVC,
vem,CVC,
ven,CVC,
veq,CVC,
veb,CVC,byte
ved,CVC,study or science of (-ology)
veg,CVC,
vep,CVC,
vet,CVC,
vek,CVC,filter
ves,CVC,vessel
vez,CVC,
vef,CVC,
vev,CVC,
vex,CVC,reveal
vej,CVC,
vec,CVC,
veC,CVC,
vam,CVC,
van,CVC,having the nature of (-ivity)
vaq,CVC,
vab,CVC,vibe
vad,CVC,
vag,CVC,
vap,CVC,
vat,CVC,body
vak,CVC,multiply
vas,CVC,aspect
vaz,CVC,
vaf,CVC,
vav,CVC,repeat
vax,CVC,it
vaj,CVC,
vac,CVC,
vaC,CVC,
val,CVC,value
var,CVC,variable
vom,CVC,
von,CVC,sin
voq,CVC,
vob,CVC,
vod,CVC,void
vog,CVC,black
vop,CVC,
vot,CVC,vote
vok,CVC,
vos,CVC,
voz,CVC,voice
vof,CVC,
vov,CVC,axis
vox,CVC,
voj,CVC,
voc,CVC,
voC,CVC,
vol,CVC,
vor,CVC,
vum,CVC,
vun,CVC,on
vuq,CVC,data
vub,CVC,
vud,CVC,
vug,CVC,
vup,CVC,
vut,CVC,
vuk,CVC,
vus,CVC,flex
vuz,CVC,
vuf,CVC,
vuv,CVC,
vux,CVC,
vuj,CVC,
vuc,CVC,catch
vuC,CVC,
vul,CVC,via
vur,CVC,
xim,CVC,speech
xin,CVC,machine
xiq,CVC,will
xib,CVC,
xid,CVC,grey
xig,CVC,
xip,CVC,imagine
xit,CVC,provide
xik,CVC,computation
xis,CVC,
xiz,CVC,
xif,CVC,
xiv,CVC,destroy
xix,CVC,
xij,CVC,
xic,CVC,eye
xiC,CVC,
xem,CVC,
xen,CVC,result
xeq,CVC,
xeb,CVC,
xed,CVC,should
xeg,CVC,
xep,CVC,
xet,CVC,
xek,CVC,
xes,CVC,
xez,CVC,
xef,CVC,
xev,CVC,
xex,CVC,
xej,CVC,
xec,CVC,
xeC,CVC,
xam,CVC,chime
xan,CVC,
xaq,CVC,
xab,CVC,seven
xad,CVC,
xag,CVC,
xap,CVC,
xat,CVC,or
xak,CVC,
xas,CVC,
xaz,CVC,
xaf,CVC,
xav,CVC,
xax,CVC,eternal
xaj,CVC,
xac,CVC,
xaC,CVC,
xal,CVC,share
xar,CVC,
xom,CVC,now
xon,CVC,
xoq,CVC,
xob,CVC,
xod,CVC,
xog,CVC,
xop,CVC,
xot,CVC,
xok,CVC,copy
xos,CVC,
xoz,CVC,
xof,CVC,
xov,CVC,
xox,CVC,
xoj,CVC,
xoc,CVC,
xoC,CVC,
xol,CVC,show
xor,CVC,
xum,CVC,sky
xun,CVC,change
xuq,CVC,
xub,CVC,
xud,CVC,quiet
xug,CVC,
xup,CVC,ship
xut,CVC,shout
xuk,CVC,
xus,CVC,
xuz,CVC,
xuf,CVC,
xuv,CVC,return
xux,CVC,
xuj,CVC,
xuc,CVC,
xuC,CVC,
xul,CVC,subtract
xur,CVC,
jim,CVC,
jin,CVC,paradise
jiq,CVC,
jib,CVC,
jid,CVC,
jig,CVC,
jip,CVC,
jit,CVC,digit
jik,CVC,
jis,CVC,
jiz,CVC,
jif,CVC,
jiv,CVC,
jix,CVC,
jij,CVC,
jic,CVC,
jiC,CVC,
jem,CVC,
jen,CVC,
jeq,CVC,
jeb,CVC,
jed,CVC,
jeg,CVC,
jep,CVC,
jet,CVC,throw
jek,CVC,
jes,CVC,
jez,CVC,
jef,CVC,
jev,CVC,
jex,CVC,
jej,CVC,
jec,CVC,
jeC,CVC,
jam,CVC,
jan,CVC,spirit
jaq,CVC,count
jab,CVC,
jad,CVC,
jag,CVC,
jap,CVC,
jat,CVC,
jak,CVC,wisdom
jas,CVC,just (close-focus)
jaz,CVC,
jaf,CVC,
jav,CVC,
jax,CVC,
jaj,CVC,
jac,CVC,
jaC,CVC,
jal,CVC,
jar,CVC,
jom,CVC,pattern
jon,CVC,
joq,CVC,
job,CVC,
jod,CVC,
jog,CVC,
jop,CVC,
jot,CVC,
jok,CVC,
jos,CVC,
joz,CVC,
jof,CVC,
jov,CVC,
jox,CVC,
joj,CVC,
joc,CVC,
joC,CVC,
jol,CVC,
jor,CVC,
jum,CVC,
jun,CVC,
juq,CVC,
jub,CVC,
jud,CVC,
jug,CVC,
jup,CVC,
jut,CVC,
juk,CVC,
jus,CVC,
juz,CVC,
juf,CVC,
juv,CVC,
jux,CVC,
juj,CVC,
juc,CVC,
juC,CVC,
jul,CVC,universe
jur,CVC,
cim,CVC,
cin,CVC,
ciq,CVC,thing (hatchling)
cib,CVC,
cid,CVC,
cig,CVC,
cip,CVC,
cit,CVC,get
cik,CVC,
cis,CVC,
ciz,CVC,
cif,CVC,
civ,CVC,
cix,CVC,
cij,CVC,
cic,CVC,
ciC,CVC,
cem,CVC,
cen,CVC,
ceq,CVC,
ceb,CVC,
ced,CVC,
ceg,CVC,
cep,CVC,
cet,CVC,
cek,CVC,
ces,CVC,
cez,CVC,
cef,CVC,
cev,CVC,
cex,CVC,
cej,CVC,
cec,CVC,
ceC,CVC,
cam,CVC,then
can,CVC,
caq,CVC,
cab,CVC,
cad,CVC,life
cag,CVC,
cap,CVC,
cat,CVC,mud
cak,CVC,thank
cas,CVC,
caz,CVC,
caf,CVC,
cav,CVC,
cax,CVC,
caj,CVC,
cac,CVC,
caC,CVC,
cal,CVC,
car,CVC,
com,CVC,
con,CVC,
coq,CVC,
cob,CVC,
cod,CVC,
cog,CVC,
cop,CVC,
cot,CVC,
cok,CVC,spec
cos,CVC,
coz,CVC,
cof,CVC,
cov,CVC,brown
cox,CVC,
coj,CVC,
coc,CVC,
coC,CVC,
col,CVC,
cor,CVC,
cum,CVC,
cun,CVC,
cuq,CVC,
cub,CVC,torture
cud,CVC,
cug,CVC,
cup,CVC,
cut,CVC,
cuk,CVC,eleven
cus,CVC,
cuz,CVC,
cuf,CVC,
cuv,CVC,field (ether)
cux,CVC,key
cuj,CVC,
cuc,CVC,
cuC,CVC,
cul,CVC,
cur,CVC,
Cim,CVC,
Cin,CVC,
Ciq,CVC,
Cib,CVC,
Cid,CVC,
Cig,CVC,
Cip,CVC,
Cit,CVC,
Cik,CVC,
Cis,CVC,
Ciz,CVC,kaledoscope
Cif,CVC,
Civ,CVC,
Cix,CVC,
Cij,CVC,
Cic,CVC,
CiC,CVC,
Cem,CVC,
Cen,CVC,
Ceq,CVC,
Ceb,CVC,
Ced,CVC,
Ceg,CVC,
Cep,CVC,
Cet,CVC,
Cek,CVC,
Ces,CVC,
Cez,CVC,
Cef,CVC,
Cev,CVC,without
Cex,CVC,
Cej,CVC,
Cec,CVC,
CeC,CVC,
Cam,CVC,
Can,CVC,than/compare
Caq,CVC,
Cab,CVC,
Cad,CVC,
Cag,CVC,
Cap,CVC,
Cat,CVC,
Cak,CVC,
Cas,CVC,thus
Caz,CVC,
Caf,CVC,
Cav,CVC,
Cax,CVC,
Caj,CVC,
Cac,CVC,
CaC,CVC,
Cal,CVC,
Car,CVC,there (abstract reference)
Com,CVC,
Con,CVC,transition
Coq,CVC,
Cob,CVC,
Cod,CVC,
Cog,CVC,though/regard
Cop,CVC,
Cot,CVC,
Cok,CVC,
Cos,CVC,
Coz,CVC,except
Cof,CVC,
Cov,CVC,
Cox,CVC,
Coj,CVC,
Coc,CVC,
CoC,CVC,
Col,CVC,
Cor,CVC,
Cum,CVC,
Cun,CVC,
Cuq,CVC,
Cub,CVC,
Cud,CVC,
Cug,CVC,
Cup,CVC,
Cut,CVC,
Cuk,CVC,
Cus,CVC,
Cuz,CVC,
Cuf,CVC,
Cuv,CVC,
Cux,CVC,
Cuj,CVC,
Cuc,CVC,
CuC,CVC,
Cul,CVC,
Cur,CVC,
wim,CVC,bounty
win,CVC,when (time location)
wiq,CVC,wing
wib,CVC,
wid,CVC,
wig,CVC,kaleidoscope
wip,CVC,
