kok,crush,shortened,kraxik,disagree
koz,carve,shortened,karmaz,z-axis
dan,draw,shortened,drabon,the
rat,write,held,,
rid,read,held,,
jaq,count,held,,
yev,sort,held,,
txuz,choose,held,,
lax,add,held,,
riv,remove,shortened,rimuv,to/arrive
dib,connect,held,,
lot,lock,shortened,laklod,lot (land)
hud,hide,held,,
xol,show,held,,
fuj,search,shortened,sortx,refuge
tas,test,held,,
zok,try,held,,
plar,play,held,,
xit,rest,shortened,xabat,provide
slip,sleep,held,,
wim,wake,shortened,wekim,bounty
wav,sit,shortened,yaxav,exist
sod,stand,shortened,stand,mystery
drad,put,held,,
tek,take,held,,
gif,give,held,,
cit,get,held,,
karp,keep,held,,
guz,lose,held,,
fan,find,held,,
sik,seek,held,,
mit,meet,held,,
dun,join,held,,
sut,split,shortened,split,store
sag,spread,shortened,spred,beyond (extra- or hyper-)
gaC,gather,held,,
zark,open,held,,
kloz,close,held,,
kov,cover,held,,
vin,fill,held,,
nuv,empty,held,,
big,go,held,,
gum,come,held,,
muv,move,held,,
vot,stop,shortened,vramat,vote
torn,turn,held,,
xuv,return,held,,
darb,follow,held,,
lid,lead,held,,
riz,rise,held,,
zur,fall,held,,
kim,climb,held,,
did,descend,shortened,disand,deed
kras,cross,held,,
boz,pass,shortened,promz,private
rum,reach,shortened,ritxam,realm
lurv,leave,held,,
droz,enter,held,,
zord,exit,held,,
ken,carry,shortened,karin,communicate
briq,bring,held,,
bak,send,held,,
pul,pull,held,,
lep,push,held,,
lup,lift,shortened,liftap,loop
drap,drop,held,,
jet,throw,held,,
vuc,catch,held,,
hoq,hold,held,,
jul,flow,held,,
spin,spin,held,,
heq,hang,held,,
wak,walk,held,,
rin,run,held,,
dub,jump,shortened,djamp,aware
kik,crawl,shortened,kralog,kick
wum,swim,held,,
flum,fly,held,,
rab,ride,held,,
div,drive,held,,
fras,sail,held,,
dul,travel,shortened,traval,delete
hant,hunt,held,,
flet,fight,held,,
klub,kill,held,,
sev,save,held,,
ham,help,shortened,halpen,hmm
xam,hurt,shortened,xoxaq,chime
pak,protect,shortened,protak,package
hek,attack,shortened,hatak,hour
dad,defend,shortened,difand,content
war,win,shortened,winar,wear
tred,trade,held,,
kid,buy,shortened,krinat,could
jan,sell,shortened,xoxon,spirit
peq,pay,held,,
baq,own,shortened,basal,be
xal,share,held,,
gav,steal,shortened,ganav,how (missing-action-focus)
gab,eat,held,,
dug,drink,held,,
bed,bite,held,,
txut,chew,held,,
sek,swallow,shortened,saloq,percept
sar,breathe,filled,,surf
sor,smell,resounded,smil,file (computer)
test,taste,held,,
tatx,touch,held,,
kip,kiss,shortened,kisak,tune
ment,mate,held,,
barc,birth,held,,
mod,die,shortened,mavat,mode
bes,live,filled,,base
kum,heal,shortened,karom,back area
beq,bleed,shortened,bloCiq,bang
laft,laugh,held,,
wis,cry,shortened,wipraz,inverse
smul,smile,held,,
xut,shout,held,,
xud,sing,filled,,quiet
danz,dance,held,,
vis,see,held,,
luk,look,held,,
watx,watch,held,,
hid,hear,resounded,hir,not hidden
nix,listen,held,,
ful,feel,resounded,fil,fuel
zox,sense,held,,
num,know,held,,
lin,learn,held,,
titx,teach,held,,
ciqk,think,held,,
das,understand,held,,
bor,remember,shortened,brumor,condition (case)
nul,forget,held,,
gres,guess,held,,
dolt,doubt,held,,
det,believe,filled,,datetime stamp/instance in time
tat,trust,shortened,trast,sibling
hik,expect,shortened,hakspet,hike
plan,plan,held,,
pam,decide,filled,,pray
want,want,held,,
slix,wish,held,,
hop,hope,held,,
froC,fear,held,,
wor,wonder,shortened,wandor,forceful (like hard hit)
xip,imagine,held,,
drim,dream,held,,
nas,notice,shortened,notis,nest
raz,recognize,shortened,reknaz,resonate
par,compare,shortened,kampir,depart/from
taj,judge,shortened,djadj,down (to be cool with something)
wiz,solve,held,,
kat,focus,held,,
got,ignore,filled,,antenna
man,mind,held,,
men,thought,filled,,main
guj,memory,held,,
tam,attention,shortened,tanxan,meditate
nadj,knowledge,held,,
sur,skill,resounded,skil,assert
stek,mistake,held,,
kret,secret,held,,
kud,clear,resounded,klir,miss (didn't touch)
wal,confuse,shortened,valbal,while
zim,seem,shortened,simaq,pleasure
pruv,prove,held,,
lav,love,held,,
hem,hate,shortened,hetaq,hey
tur,desire,shortened,dizar,turf
djaz,joy,held,,
dez,sadness,filled,,dynamic
toz,anger,filled,,position (cardinal)
saz,surprise,shortened,sapraz,emphasize
kam,calm,held,,
jak,shame,shortened,xutxik,wisdom
kiv,pride,shortened,gasav,intent
koj,courage,shortened,koredj,fool
spik,speak,held,,
zem,say,shortened,seban,plasma (matter)
tal,tell,held,,
xask,ask,held,,
kar,call,held,,
dat,word,held,,
xim,speech,held,,
voz,voice,held,,
gar,language,held,,
saqk,sign,held,,
min,mark,shortened,markan,not know
tux,letter,filled,,intuition
tox,text,held,,
zar,book,shortened,zuzal,vowel
cok,story,shortened,stork,spec
saq,song,held,,
mok,music,shortened,muzik,align
bit,beat,held,,
kup,tone,held,,
madj,image,held,,
bid,picture,shortened,pikxar,ignorant
cros,art,held,,
djok,joke,held,,
bos,promise,shortened,pramis,possessive plural
vic,warn,shortened,wornuc,bit
kand,command,held,,
piq,request,held,,
vak,greet,shortened,varik,multiply
cak,thank,held,,
yog,praise,shortened,yesud,practice of focusing on x (-ism)
bat,blame,shortened,pilat,beauty
kek,agree,held,,
him,argue,shortened,harkun,nothing
gin,explain,shortened,kasplen,sync
sab,describe,held,,
tet,translate,shortened,tranzlet,signal
has,news,shortened,hadic,hyper
muj,message,held,,
rib,record,shortened,rixum,ribbit
moj,history,filled,,emerge
huk,law,shortened,halak,hook
kab,custom,shortened,kastam,receive
gim,ritual,filled,,magic
gem,game,held,,
skul,school,held,,
sup,study,filled,,above (super)/hover
mar,symbol,held,,
sez,silence,shortened,slents,sir
nar,person,held,,
nal,man,filled,,neutral
gad,woman,filled,,god
gag,child,held,,
beb,baby,held,,
sas,parent,held,,
mam,mother,held,,
bab,father,held,,
bub,son,filled,,boob
bip,daughter,filled,,output
bad,brother,shortened,braCor,tangent (math)
fur,sister,shortened,sistor,fail
fam,family,held,,
dud,friend,held,,
tod,enemy,filled,,term
seC,stranger,shortened,strejar,etc.
gest,guest,held,,
hum,host,shortened,hostan,urge
narb,neighbor,held,,
mor,partner,shortened,partnor,the model of the action (e.g. the transform)
nub,lover,filled,,separate
nep,leader,filled,,nature
nak,follower,filled,,knock
mug,king,shortened,malok,(past particle)
net,queen,filled,,knit
not,chief,filled,,note
nik,worker,filled,,pink
naq,farmer,filled,,
yap,hunter,filled,,yep
tab,fisher,filled,,stable
tub,builder,filled,,tube
tom,teacher,filled,,atom
xup,student,shortened,xixam,ship
tak,healer,filled,,talk
ruk,guard,shortened,rakxik,location
sop,soldier,shortened,soldjar,so/transition
mid,merchant,shortened,marjant,positive
kub,artist,filled,,cube
tok,crowd,filled,,structure
trab,tribe,held,,
kep,clan,filled,,clone
vix,village,shortened,viladj,preserve
kop,town,filled,,scope
siC,city,shortened,sitar,hush
huz,country,shortened,harats,duration
niq,nation,shortened,nexan,omniscient
tim,team,held,,
mast,member,held,,
pik,master,held,,
hub,slave,shortened,hivad,x-axis
vat,body,held,,
had,head,held,,
fes,face,held,,
halx,hair,held,,
skin,skin,held,,
flax,flesh,held,,
bloC,blood,held,,
brod,bone,held,,
hort,heart,held,,
bren,brain,held,,
xic,eye,held,,
zorn,ear,held,,
noz,nose,held,,
muc,mouth,held,,
glip,lip,held,,
taq,tongue,held,,
cutx,tooth,held,,
nek,neck,held,,
dak,throat,filled,,physical
kaf,shoulder,shortened,katif,cough
garm,arm,held,,
zeqk,hand,held,,
var,finger,shortened,fiqgor,variable
biq,chest,filled,,being
blin,belly,held,,
legz,leg,held,,
norn,knee,held,,
gral,foot,held,,
bam,breath,shortened,briCan,create
tiz,tear,shortened,tiraz,ellipse
pim,sweat,shortened,prasvin,permeate
wun,wound,shortened,wundun,woo
muz,pain,held,,
fuq,health,shortened,halciq,function
mud,sick,shortened,marid,mood
dus,disease,shortened,daziz,reduce
cad,life,held,,
dac,death,held,,
maf,male,held,,
fim,female,held,,
huqk,hunger,held,,
host,thirst,held,,
hov,strength,filled,,floating point
bup,energy,held,,
jin,fat,shortened,xuman,paradise
sid,seed,held,,
huv,egg,shortened,hegat,handle
siv,milk,shortened,halav,perceive
zig,sex,shortened,sisak,gain
lan,land,held,,
muk,earth,held,,
git,ground,shortened,grund,infinite
rit,soil,held,,
cat,mud,held,,
sand,sand,held,,
kiq,dust,shortened,kavak,action
ston,stone,held,,
rak,rock,held,,
mot,mountain,held,,
cral,hill,held,,
vab,valley,shortened,valim,vibe
kuv,cliff,filled,,divide
kliv,cave,held,,
cuv,field,held,,
suv,plain,filled,,observe
dors,desert,held,,
varz,forest,held,,
narv,river,held,,
jit,stream,resounded,jil,digit
duk,lake,shortened,tasik,minute
biz,pond,shortened,pandoz,intense
von,sea,filled,,sin
vrun,ocean,held,,
waq,shore,shortened,waCan,um
rad,island,shortened,haland,
wev,wave,held,,
waC,water,held,,
ren,rain,held,,
snom,snow,held,,
hals,ice,held,,
klad,cloud,held,,
farg,fog,held,,
zom,storm,shortened,storm,so/great
Can,thunder,shortened,candor,than/compare
laq,lightning,shortened,latniq,object feature type
fun,wind,held,,
les,air,held,,
xum,sky,held,,
san,sun,held,,
lun,moon,held,,
star,star,held,,
lit,light,held,,
ram,dark,held,,
xax,shadow,shortened,xadon,eternal
for,fire,held,,
smok,smoke,held,,
prax,ash,held,,
sap,salt,shortened,saltak,present (now)
vor,weather,shortened,weCar,
dip,tree,held,,
gras,grass,held,,
lif,leaf,held,,
flor,flower,held,,
raC,root,shortened,rutrac,rhythm
lum,branch,held,,
mag,fruit,held,,
maq,grain,filled,,harmony
zub,herb,filled,,absorb
zul,animal,held,,
bist,beast,held,,
dag,dog,held,,
klat,cat,held,,
hors,horse,held,,
vaqk,cow,held,,
fak,sheep,filled,,fuck
glot,goat,held,,
prag,pig,held,,
dif,deer,resounded,djir,define
bar,bear,held,,
wolf,wolf,held,,
vus,fox,shortened,vulpes,flex
groq,lion,held,,
tix,tiger,shortened,tigris,tingle
lek,elephant,shortened,lefant,collect
maqk,monkey,held,,
rud,rabbit,shortened,rabat,update
reg,rat,shortened,raton,edit
batx,bat,held,,
bax,bird,held,,
fon,eagle,shortened,higlan,device
raf,owl,shortened,yanxuf,reference
bum,crow,shortened,dronam,boom
barv,duck,held,,
tiq,chicken,shortened,txikan,mental experience
frix,fish,held,,
kax,shark,shortened,karix,perfect
fek,whale,shortened,harvik,fake
his,snake,held,,
zart,lizard,held,,
ran,frog,held,,
bag,insect,held,,
fok,ant,shortened,formik,halt
fug,bee,shortened,vorak,figure (it out)
ves,spider,shortened,vritx,vessel
wurm,worm,held,,
txal,shell,held,,
wiq,wing,held,,
tad,tail,held,,
vriC,wood,held,,
malt,metal,held,,
mis,iron,shortened,magets,miss (longing)
rov,copper,held,,
god,gold,held,,
sav,silver,held,,
kes,glass,shortened,glasorc,case (situation)
mal,clay,shortened,nimtul,molecule
zaf,cloth,filled,,equal (iso-)
lon,leather,shortened,laCor,loan
sip,paper,filled,,asleep
gol,rope,shortened,habal,goal
stik,stick,held,,
braz,box,held,,
bod,bag,shortened,bagon,
bug,cup,shortened,bezik,cosine
gul,bowl,shortened,kundal,exponent
bux,pot,shortened,patox,bundle (matter condensing)
svik,knife,held,,
zum,blade,shortened,sakin,zoom
tul,tool,held,,
xin,machine,held,,
xiv,wheel,shortened,xakran,destroy
but,pipe,shortened,papat,unstable
lip,chain,held,,
cux,key,held,,
dor,door,held,,
wom,wall,shortened,walan,well (good)
rub,roof,shortened,rufran,logarithm
riC,floor,shortened,ritzpan,algorithm
wol,window,shortened,windol,wow
hanz,house,held,,
vit,bed,shortened,higlut,information
Con,chair,shortened,catxar,transition
pum,table,shortened,barman,time (count)
bot,boat,held,,
gun,road,shortened,dalun,representation
mej,bridge,shortened,bridj,model
mul,needle,shortened,nidol,unreal
mac,nail,shortened,masmir,great
kox,hammer,shortened,patix,cell (biology)
maz,saw,shortened,masor,flow (speech utterance)
yol,shovel,shortened,xavol,yell
kuq,axe,shortened,garzin,manner
sep,spear,shortened,spiran,swipe
raj,bow,shortened,rakan,range
mun,arrow,shortened,haron,gut sense
xild,shield,held,,
vod,armor,filled,,void
meq,food,filled,,mine
mak,meat,held,,
lom,bread,shortened,lisem,plural (many)
rap,rice,shortened,rasit,wrap
muq,sugar,filled,,mmm
viq,honey,shortened,feqmin,everything
jas,oil,shortened,ximun,just (close-focus)
bov,butter,shortened,batran,debug
gib,cheese,shortened,gevin,guide
vedj,vegetable,held,,
nes,nut,shortened,nukis,nice
pip,bean,shortened,binit,individual
dig,tea,shortened,tiriq,sine
fuz,coffee,filled,,fusion
kof,clothes,shortened,kloCiq,default
wux,shirt,filled,,system
veb,pants,filled,,byte
dav,dress,shortened,drast,divine
dux,shoe,shortened,xunrax,condition (general state)
lak,hat,shortened,hadsuk,like
yul,coat,shortened,waltal,polynomial
yaq,belt,shortened,baltan,permanent
gop,pocket,shortened,pakit,
tiv,blanket,shortened,tanzik,conscious
soz,soap,shortened,sabon,also
brat,big,held,,
smal,small,held,,
lij,large,shortened,lardj,orient
lob,little,shortened,litxab,error
nuc,long,held,,
Cas,short,shortened,centor,thus
tals,tall,held,,
lem,low,held,,
mol,high,held,,
mox,deep,filled,,immutable
rup,shallow,shortened,radud,right (time)
moz,wide,filled,,hash
yiq,narrow,shortened,naroq,impermanent
tuc,thick,shortened,djasor,emotion
Cog,thin,shortened,cintan,though/regard
lik,heavy,shortened,drask,link
yem,hot,shortened,haton,yum (food)
kold,cold,held,,
wem,warm,held,,
kuf,cool,shortened,kuldan,clue
hard,hard,held,,
saft,soft,held,,
zab,strong,shortened,straq,public
slok,weak,held,,
taf,good,held,,
fut,bad,held,,
fast,fast,held,,
slom,slow,held,,
klok,quick,held,,
mix,bright,resounded,mir,network
klin,clean,held,,
gaz,dirty,filled,,possess
lird,wet,held,,
lig,full,filled,,square root
rip,rich,held,,
por,poor,held,,
tuv,sharp,shortened,tedjat,input (computing)
lox,dull,shortened,harax,string (computing)
zap,smooth,shortened,smuCig,zap
reC,rough,shortened,raforC,progress
mus,round,shortened,mandal,mercy
flat,flat,held,,
red,red,held,,
dej,orange,held,,
lad,yellow,held,,
faz,green,held,,
bul,blue,held,,
sif,purple,held,,
cov,brown,held,,
vog,black,held,,
wat,white,held,,
xid,gray,held,,
skit,sweet,held,,
zus,sour,shortened,soran,experience
wig,bitter,shortened,bitor,kaleidoscope
fos,salty,filled,,else
frax,fresh,held,,
fus,rotten,filled,,discontinuous
pod,free,held,,
gub,bound,filled,,like (filler)
stef,safe,held,,
nuj,danger,shortened,dendj,hell
siz,peace,held,,
vuq,war,shortened,zanzeq,data
laz,power,shortened,palor,very much of (-some)
liq,control,shortened,kantrol,simulate
log,duty,shortened,tafkid,
raq,wrong,held,,
wug,fair,shortened,gonpiq,emanate
rav,unfair,filled,,particle
fup,honor,shortened,hartxam,borrow
spek,respect,held,,
zip,gift,filled,,graph
los,debt,shortened,hovan,less of (-less) empty
vas,price,shortened,taman,aspect
vov,wealth,shortened,vasum,axis
nox,poverty,filled,,notion
ref,crime,shortened,raxam,success
luj,punishment,filled,,logic
rex,reward,shortened,relard,array
goq,job,held,,
hom,home,held,,
pop,property,held,,
ros,force,held,,
miq,motion,held,,
zuz,speed,shortened,spidrat,converse (talk)
hit,heat,held,,
drut,electricity,held,,
nev,weapon,shortened,dalap,off
yan,vehicle,held,,
map,map,held,,
klak,clock,held,,
nif,money,shortened,menak,a (isolated-element-focus)
niz,market,shortened,karvat,nest (structure)
nuz,farm,shortened,farmiq,distribute
gan,garden,held,,
wiv,medicine,shortened,madsin,connection network (neighborhood)
borz,poison,held,,
som,drug,held,,
han,zero,number,,
zan,one,number,,
dob,two,number,,
suC,three,number,,
laf,four,number,,
kom,five,number,,
vip,six,number,,
xab,seven,number,,
fet,eight,number,,
rif,nine,filled,,close (near)
ris,ten,filled,,express
cuk,eleven,number,,
mop,twelve,number,,
rog,thirteen,number,,
tic,fourteen,number,,
wez,fifteen,number,,
txaz,100,number,,
york,10^2,number,,
glez,10^4,number,,
pogz,10^5,number,,
drib,10^6,number,,
slat,10^9,number,,
zetx,1000,number,,
larx,10^12,number,,
kiqk,10^15,number,,
vrug,10^18,number,,
xarm,10^21,number,,
farv,10^24,number,,
neks,10^27,number,,
bold,10^30,number,,
crak,10^33,number,,
morp,10^36,number,,
tarn,10^39,number,,
rups,10^39,number,,
trag,10^42,number,,
widj,10^45,number,,
marm,mammal,kind,,
nuqk,bear (animal),kind,,
drov,multicellular life,kind,,
brig,insecta,kind,,
brak,bacteria,kind,,
tarz,reptile,kind,,
horn,horn (animal),kind,,
slag,slug (animal),kind,,
fork,ant (animal),kind,,
vant,archaea,kind,,
ximp,shrimp (fish),kind,,
crug,amphibian,kind,,
magz,moss,kind,,
folg,fungus,kind,,
xlum,mushroom,kind,,
gut,gut,kind,,
lag,organ (body),kind,,
nurv,nerve,kind,,
gilp,gill,kind,,
grac,jaw,kind,,
dedj,appendage,kind,,
bruk,beak,kind,,
holv,elbow,kind,,
zalx,toe,kind,,
larm,limb,kind,,
maj,magenta,kind,,
ten,tan (color),kind,,
kil,cyan,kind,,
hix,peach (color),kind,,
zet,olive (color),kind,,
roz,rose,kind,,
yal,turquoise,kind,,
sam,sound,sound,,
ruz,consonant,sound,,
molt,vowel large O sound,sound,,
morn,m sound,sound,,
natx,n sound,sound,,
nurf,vowel large U sound,sound,,
gemz,vowel e sound,sound,,
gatx,german i vowel sound,sound,,
gard,g sound,sound,,
drup,d sound,sound,,
bard,b sound,sound,,
parz,p sound,sound,,
plap,glottal stop,sound,,
told,t sound,sound,,
txeq,q sound,sound,,
trid,vowel i sound,sound,,
kliq,k sound,sound,,
klap,danish a vowel sound,sound,,
hold,h sound,sound,,
hudj,vowel u sound,sound,,
snor,s sound,sound,,
flom,f sound,sound,,
fren,danish e vowel sound,sound,,
fred,vowel large E sound,sound,,
vorx,vowel o sound,sound,,
vust,v sound,sound,,
zuqk,z sound,sound,,
jalf,j sound,sound,,
xarp,x sound,sound,,
corn,british o vowel sound,sound,,
crop,c sound,sound,,
witx,w sound,sound,,
warp,vowel large A sound,sound,,
ladj,l sound,sound,,
rend,french r sound,sound,,
ramp,r sound,sound,,
ratx,vowel a sound,sound,,
rusk,vowel english r sound,sound,,
yiqk,vowel large I sound,sound,,
yarn,y sound,sound,,
Cork,large C sound,sound,,
