wug,emanate,,,
wut,what,,,
wux,system,,,
lin,learn,,,english
liq,simulate,,,english
lig,square root,,,english
lid,lead,,,
lip,chain,,,
lit,light,,,
lik,link,,,
lif,leaf,,,english
lij,orient,,,
lil,boolean,,,
lem,low,,,english
lep,push,,,
lek,collect,,,
les,air,,,
leC,point,,lið,icelandic
lam,real,,,english
lan,land,,,english
laq,object feature type,,,
lag,organ (body),,,
lad,yellow,,,
lak,like,,,english
laf,four,,,
lav,love,,,english
laz,very much of (-some),,,
lax,add,,,
lal,y-axis,,,
lom,plural (many),,,
lon,loan,,,
log,,,,
log,permute,tmura,תְּמוּרָה,hebrew
log,bet (gamble),himur,הִימּוּר,hebrew
log,murmur,,,
log,glimmer,,,
lod,load,,,
lob,error,,,
lot,lot (land),,,
lok,place (space location),,,english
los,less of (-less) empty,,,english
lox,string (computing),,,
lor,lord,,,
lum,branch,,,
lun,moon,,,
luq,question,,,
lup,loop,,,
luk,look,,,english
luf,far (large-distance-focus),,,
luj,logic,,,english
rin,run,,,
rid,read,,,
rib,ribbit,,,
rip,rich,,,
rit,soil,pṛthvī,पृथ्वी,sanskrit
rik,up,fawq,فوق,arabic
ris,express,,,
rif,close (near),,,
riv,to/arrive,,,
riz,rise,,,
ric,straight,,,
riC,algorithm,,,english
ril,relation,,,
ren,rain,,,
reg,edit,,,
red,red,,,
ret,after,,,
ref,success,,,
rex,array,,,english
reC,progress,,,
ram,dark,rāma,राम,sanskrit
ran,frog,,,
ran,,,,
raq,wrong,,,
rad,,,,
rab,ride,,,english
rap,wrap,,,
rat,write,,,
rak,rock,,,
ras,in,,,
raf,reference,,,
rav,particle,ravā,रवा,
raz,resonate,,,english
raj,range,,,english
raC,rhythm,,,
ral,raw,,,english
rar,rare,,,english
ron,environment,,,english
rog,thirteen,,,
rot,FALSE,,,
ros,force,,,english
rov,copper,,,
roz,rose,,,english
rol,cycle,,,
rum,realm,,,
run,glyph,,,
rug,this,,,
rud,update,,,
rub,logarithm,,,english
rup,right (time),,,
ruk,location,,,
ruv,local,,,
ruz,consonant,,,
rul,rule (in system),,,
yiq,impermanent,,,
yit,night,,,
yix,something,,,
yem,yum (food),,,
yev,sort,,,
yam,day,yom,יוֹם,hebrew
yan,vehicle,yana,यान,sanskrit
yaq,permanent,yongjiu,永久,chinese
yad,away,yuǎn,遠,chinese
yap,yep,,,english
yat,way,,,
yaj,measure,,,
yal,turquoise,,,
yar,year,,,
yog,practice of focusing on x (-ism),,,
yov,of,,,
yol,yell,,,
yut,yet,,,english
yuv,view,,,english
yuz,use,,,
yuc,with (con-),,,
yul,polynomial,,,
minz,means,,,
miqk,who,mi,מִי,hebrew
miks,mix,,,english
mirt,meter,,,english
ment,mate,,,
maqk,monkey,markata,मर्कट,sanskrit
magz,moss,,,english
madj,coral,,,chineseenglish
madj,image,,,english
matx,symmetry,symmetria,συμμετρία,greek
maks,maximum,,,
mast,member,,,
mask,mask,masecha,מַסֵּיכָה,hebrew
malt,metal,,,english
marm,mammal,,,english
marn,muon,muon,,english
marg,old,,,
mars,mass,,,
marx,mesh (inter-),,,
marC,quite,,,
most,most (-est) (large-collection-partition-focus),,,
mold,mold (shape),,,
molt,vowel large O sound,,,
molz,mow (grass),,,
morn,m sound,,,
mord,manifold,,,english
morp,10^36,,,
morf,morph,,,english
morv,maybe,,,english
mutx,much (large-lot-focus),,,
neks,10^27,,,
namp,magnet,,,english
nand,nand,,,
nanz,noise,,,
nadj,knowledge,,,english
natz,glory,nétzakh,נֶצַח,hebrew
natx,n sound,,,
nalz,analyse,,,
narb,neighbor,,,english
nart,neutron,,,
nark,any,,,
narv,river,nahar,נָהָר,hebrew
norm,normal (math),,,
norn,knee,,,english
nord,order,,,english
nork,nor,,,
nors,having some aspects of (-ish),,,
norx,nourish,,,
norc,north,,,english
nuqk,bear (animal),,ᓇᓄᖅ,inuktitut
nust,embed,,,
nurf,vowel large U sound,,,
nurv,nerve,,,english
gilp,gill,,,
gemz,vowel e sound,,,
gest,guest,,,
gant,-gon (polygon),,,english
gatx,german i vowel sound,,,
galt,guilt,,,english
garm,arm,arm,,english
gard,g sound,,,
garz,again (re-),,,english
gost,ghost,,,english
golx,only,,,
gump,new,,,english
glib,victory,ḡālib,غَالِب ,arabic
glib,give up,,,
glen,gluon,,,english
gled,lay,,,
glep,lip,,,
glet,gate,,,
glez,10^4,,,
glan,glide,,,english
glav,glove,,,english
glob,planet,,,english
glot,goat,,,english
glok,your,,,
glor,glare,,,english
gluk,lick,,,english
grit,hello,,,
griv,grieve,,,english
gril,case (container),,,
grem,grim,,,english
gred,grade (score),,,english
grep,grape,,,english
gres,guess,,,
gram,gram (measure),,,english
grad,grid,,,english
grap,issue,,,
gras,grass,,,english
grav,graviton,,,
grac,jaw,gnathos,γνάθος,greek
gral,foot,regel,רֶגֶל,hebrew
groq,lion,,,english
gror,growl,,,english
grum,row,shura,שׁוּרָה,hebrew
grun,grow,,,
grup,group (math),,,english
grut,grit (strength),,,english
gruv,rub,,,
diqk,deny,,,
disk,discover,,,
dedj,appendage,,,english
danz,dance,,,
dapc,depth,,,english
dask,desk,,,english
dalg,magnitude,,,
dalt,dependent,,,
darn,damn/dam,,,
darb,follow,,,
dart,east,,,
domp,dump,,,
dolt,doubt,,,english
dolv,deliver,,,english
dort,dirt,,,english
dors,desert,,,english
dusk,across (trans-)/cross,,,
djin,gene,,,english
djip,over,,,
djiz,jeez,,,
djir,deer,,,english
djek,reject,,,english
djam,jam,,,
djat,deal,,,english
djak,fingernail,zhǐ jia,指甲,chinese
djas,justice,,,
djaz,joy,,,
djok,joke,,,english
djud,jew,,,english
djus,juice,,,english
djul,jewel,,,
drim,dream,,,
drig,degree,,,english
drib,10^6,,,
driv,fate,,,
drix,direction,,,
dreg,drag,,,
drep,,,,
dref,definite,,,
drex,hyphen,,,english
dram,human,adam,אָדָם,hebrew
drad,put,,,
drap,drop,,,english
drak,harm,ḍarra,ضَرَّ,arabic
drav,candela (measurement),,,english
dral,dry,,,english
dron,drone (sound),,,english
drov,multicellular life,,,
droz,enter,,,
drum,drum,,,english
drup,d sound,,,
drut,electricity,vidyut,विद्युत्,sanskrit
drus,radius,,,english
drul,drool,,,english
bist,beast,,,english
bild,build,,,
birs,beer,,,english
bend,bend,,,
beqk,pump,beng,泵,chinese
besk,basic,,,
bamp,bump,,,
band,band (group),,,
batx,bat (animal),,,english
baks,rectangle,,,
bast,prime,,,
bask,otherwise,,,
bard,b sound,,,
barb,barb,,,
barv,duck (bird),bar'maz,ברווז,hebrew
barc,birth,,,
barl,bare,,,english
bold,10^30,,,
born,bury,,,english
borp,burp,,,
borz,poison,,,english
borl,boil,,,english
bund,boundary,,,english
bunz,boon,,,
bust,burst,,,english
blim,beam,,,english
blin,belly,,,
bliz,our,,,
bleq,eject,,,
blet,bait,,,english
blab,blob,,,english
blof,blow,,,english
bloz,boson,,,
bloC,blood,,blóð,icelandic
blor,blur,,,english
blum,bloom,,,
blut,butt,,,english
briq,bring,,,english
brig,insecta,,,
brip,beep,,,
brit,orbit,,,english
brif,brief,,,english
briz,simple,,,
bren,brain,,,english
bred,braid,,,
brek,break (pieces),,,english
brev,brave,,,english
brat,big,brhat,बृहत्,sanskrit
brak,bacteria,,,english
braz,box,,,english
bral,ball,,,english
broq,membrane,bomo,薄膜,chinese
brod,bone,,,
brob,decimal,,,
brol,brow,,,english
bruk,beak,,,
bruz,buzz,,,english
pitx,pitch (sound),,,
pirs,role/as,,,
pent,paint,,,english
pest,paste,,,english
pand,upon,,,
paqk,punk,,,
padj,edge,,,english
patx,patch,,,
parn,purr,,,
pard,pod,,,english
parp,perpendicular,,,english
part,part,part,,english
park,park (car),,,
parz,p sound,,,
pogz,10^5,,,
podj,purge,,,english
potx,pi,,,
post,post (content),,,
port,important,,,english
pork,per,,,english
porf,puff,,,english
plin,discipline,,,english
pliz,please,,,english
plen,plane (geometry),,,english
plep,plop,,,
plet,plate,,,english
plek,their,,,
plan,plan,,,english
plap,glottal stop,,,
plak,pluck,,,english
plas,compassion,,,english
plax,accomplish,,,english
plar,play,,,
plon,pion,pion,,english
plod,implode,,,english
plud,pound (measure),,,english
plup,poop,,,english
prim,prime (primative),,,
prik,opaque,,,english
pres,pressure,,,english
prex,precious,,,english
pram,primordial,,,english
prag,pig,,,english
prab,probable,,,english
prat,apart,,,
pras,press (force),,,english
praz,prize,,,english
prax,ash,,,english
prot,proton,,,
proz,for/purpose,,,english
pruk,pick,,,
pruv,prove,,,english
titx,teach,,,
tirn,tour,,,english
test,taste,,,
tamp,temperature,,,english
taqk,toy,,,english
tatx,touch,,,
tals,tall,,,english
tarn,10^39,,,
tard,towards,,,
tarp,topology,,,
tarz,reptile,,,
totx,attach,,,
toks,easy,,,
told,t sound,,,
torn,turn,,,
torp,interpolate,,,english
txin,teen,,,
txir,cheer,,,english
txeq,q sound,,,
txet,shit,,,
txes,chase,,,
txap,chip,,,
txak,check,,,
txaz,100,,,
txal,shell,,,
txot,loose,,,
txor,saturate,,,
txum,tissue,,,
txun,sneeze,,,
txut,chew,,,
txuz,choose,,,
txul,actual,,,english
trin,neutrino,,,
trid,vowel i sound,,,
trik,trick,,,english
tris,interest,,,english
trij,treasure,,,
tred,trade,,,english
tret,trait,,,english
tres,trace,shemetz,שֶׁמֶץ,hebrew
traq,triangle,,,
trag,10^42,,,
trad,west,,,
trab,tribe,,,english
trap,trap,,,english
trat,tight,,,
trak,track (path),maslul,מַסְלוּל,hebrew
tras,torus,,,
trom,spectrum,,,english
kiqk,10^15,,,
kirn,cure,,,english
kedj,accept,,,
kamp,camp,,,
kand,command,,,english
kast,cast,,,
kaln,kaon,,,
kalt,cult,,,english
kalv,kelvin,,,english
kard,can,,,
karp,keep,,,english
kart,crown,keter,כֶּתֶר,hebrew
kark,quark,quark,,english
kold,cold,,,english
korn,category,,,
korg,encounter,,,
korb,cone,,,
kort,court (justice),,,
kork,curl,,,
korx,xor,,,
kund,kind (good),,,english
kulx,answer,,,
kurv,curve,,,
klin,clean,,,english
kliq,k sound,,,
klis,nucleus,,,
kliv,cave,,,
klir,clear,,,english
klem,claim,,,english
klek,click,,,english
klan,claw,,,
klad,cloud,,,
klap,danish a vowel sound,,,
klat,cat,,,english
klak,clock,,,
klak,clock,,,
klop,coyote,,,english
klok,quick,,,english
kloz,close,,,
klor,color,,,english
klum,cue,,,
klun,community,,,
klub,kill,,,
klut,cute,,,english
kriq,care,,,english
krid,liquid,,,english
krem,chemical,,,english
kred,credit,,,
krep,crypto,,,
kret,secret,,,english
krek,cake,,,english
krev,crave,,,english
kraq,ring (sound),,,
krag,node,,,
krak,crack,,,english
kras,cross,,,
kraf,comfort,,,
krax,crash,,,english
krom,ohm (measurement),,,
krot,right (vs. wrong),,,
krok,croak,,,english
krol,cull,,,
hint,hint,,,english
hidj,polyhedron,,,english
hilk,elk,,,english
heqk,angry,,,english
hedj,age,,,english
heps,ape,,,
hamp,ampere (electric current),,,english
hant,hunt,,,
hanz,house,,,english
hadj,hedge,,limgerði,icelandic
habz,abstract,abstract,,english
hatx,hole,,,english
hask,explore,,,english
halm,hue,,,english
hald,elm,,חֶסֶד,hebrew
hals,ice,,,
halz,hell (emphasize surprise),,,
halx,hair,,,
halc,ethnicity,,,english
harq,along,,,
hard,hard (vs. soft),,,english
hark,arc,,,english
host,thirst,,,
hold,h sound,,,
holv,elbow,,,
horn,horn (animal),,,
hord,ahead,,,
hort,heart (body),,,
hors,horse,,,english
horx,oh,,,english
huqk,hunger,,,
hudj,vowel u sound,,,
hutx,itch,,,
sinc,synthetic,,,english
siqk,sink (down),,,english
sitx,second (time),,,english
sent,saint,,,
senz,essence,,,english
sedj,sage (person),,,english
samp,sentence (text),,,
sand,sand,,,english
saqk,sign,,,english
sadj,beside,,,
satx,such,,,english
saft,soft,,,english
salk,circle,,,english
sals,celsius,,,english
sard,side,,,english
sart,certain,,,english
sark,discern,,,
sarz,feature,,,
sarl,swirl,,,english
sold,solid,,,english
solp,swap,,,
sorm,some,,,english
sorg,recent,,,
sorf,surface,,,
sutx,set (math),,,english
smin,meson,,,
smil,smell,,,english
smek,smack,,,english
smax,smash,,,
smal,small,,,english
smok,smoke,,,english
smul,smile,,,
snik,sneak,,,english
snif,sniff,,,english
snap,snap,,,english
snar,snare (drum),,,english
snom,snow,,,
snor,s sound,,,
spin,spin,,,english
spit,spit,,,english
spik,speak,,,english
spek,respect,,,
span,spine,,,english
spak,spike,,,
spas,spice,,,
spok,spoke (wheel),,,
stim,steam,,,english
stik,stick (plant),,,english
stil,still (motion),,,english
sten,stain,,,english
stet,status,,,english
stek,mistake,,,
stef,safe,,,english
stev,stay,,,
stab,stab,,,english
stat,stat,,,
staf,stuff,,,english
stal,stall,,,english
star,star,,,english
stom,install,,,
ston,stone,,,english
stok,stomach,,,english
stoj,storage,,,english
stud,sad,,,
stup,stupid,,,
skim,minimum,,,
skin,skin,,,english
skit,sweet,,,
skil,skill,kauśala,कौशल,sanskrit
skep,scape (scenery),,,english
skap,skip,,,english
skax,squash,,,english
skal,scale,,,english
skar,square,,,english
skoq,cease,,,
skor,score,,,english
skum,scheme,,,english
skun,skew,,,
skup,scoop,,,
skut,difficult,,,
skuz,excuse,,,english
skur,scare,,,english
sfir,sphere,,,english
svik,knife,,ᓴᕕᒃ,inuktitut
svas,sigh,,श्वास,sanskrit
svur,very,,,
slim,submit,muslim,مُسْلِم,arabic
slid,swing,,,
slip,sleep,,,english
slix,wish,,,
sliC,therefore,suǒyǐ,所以,chinese
slet,slight,,,
slag,slug (animal),,,
slad,slide,,,
slap,slop,,,english
slat,10^9,,,
slas,faint (light),,,
slax,slash,,,
slom,slow,,,english
slog,slug,,,
slop,slope,,,english
slok,weak,,,
slun,soon,,,english
slup,swoop,,,
slur,my,,,
finz,finish,,,english
fiqk,even (though),,,
film,film (material),,,
fent,faint (dizzy),,,english
fand,fund,,,english
faqk,funk,,,english
fast,fast,,,
farm,far,,,english
farg,fog,,,english
fart,fart,,,
farv,10^24,,,
farC,feather,,,english
folg,fungus,fungus,,english
fold,fold,,,english
form,form,,,english
forn,fine (good),,,
fort,fort,,,english
fork,ant (animal),,,latin
forc,there,,,
funt,photon,photon,,english
flid,field (math),,,english
flip,flip,,,
flem,flame,,,
flet,fight,,,english
flek,mirror,,,
fleC,appear,,,
flap,hop,,,
flat,flat,,,english
flax,flesh,,,
flom,f sound,,,
flob,lob,,,
flot,float,,,
flok,glow,livh(o)k,לִבְהוֹק,hebrew
flor,flower,,,english
flum,fly (action),,,
flun,few,,,
flud,fluid,,,english
fluz,complex,,,
flux,flush,,,english
frin,funny,,,
frik,freak,,,
fris,hiss,,,
friz,freeze,,,english
frix,fish,,,
fren,danish e vowel sound,,,
fred,vowel large E sound,,,
fret,frame,,,
frez,phrase,,,english
fras,sail,mifras,מִפְרָשׂ,hebrew
frax,fresh,,,english
froC,fear,,,english
vist,visit,,,
vedj,vegetable,,,english
vant,archaea,,,
vaqk,cow,,,latin
vast,vast,,विपुल,sanskrit
valv,evolve,,,english
varm,vomit,,,english
vark,syllable,havara,הֲבָרָה,hebrew
varz,forest,ya'ar,יַעַר,hebrew
volt,volt,,,
volz,violent,,,
vord,avoid,,,english
vorb,ever,,,
vork,electron,,,
vorx,vowel o sound,,,
vutx,entity,,,
vust,v sound,,,
vurf,verify,,,english
vlam,its,,,
vriC,wood,,viður,icelandic
vret,settle,lax(e)vet,לָשֶׁבֶת,hebrew
vram,insight,tovana,תּוֹבָנָה,hebrew
